last_date,OGC_FID,GEOMETRY,licenses_id,scrape_date,licenseno,status,licensetype,issuedate,exprdate,owner,premisesaddress,segments_id,lon,lat,x,y,city,neighborhood,community,council,tract,business,mailaddress,gcquality,gctype
2013-07-09T,1071,,,2013-07-09T,357645,SUREND,48,1999-09-17T,2013-09-30T,1403 ROSECRANS INC,"1403 ROSECRANS ST, SAN DIEGO, CA  92106-2238",-1,-117.2289834,32.72534896,6260580.857,1845109.482,NONE,NONE,NONE,NONE,214,Captains Quarters,"2605 CAMINO DEL RIO S, STE 104 SAN DIEGO, CA  92108",7,cns/address
2013-07-09T,1072,,,2013-07-09T,357738,ACTIVE,47,1999-11-17T,2013-10-31T,TIBERIUS ANTRO RESTAURANTS INC,"264 CARLSBAD VILLAGE DR, CARLSBAD, CA  92008",-1,-117.3517733,33.15808351,6224481.966,2002927.23,NONE,NONE,NONE,NONE,180,Fresco Trettoria & Bar,,0,cns/address
2013-07-09T,1073,,,2013-07-09T,357951,ACTIVE,21,1999-12-03T,2013-11-30T,"YOUSIF, LOAY GEORGE","4602 PARK BLVD, SAN DIEGO, CA  92116",-1,-117.1466186,32.76115351,6286023.5,1857908.525,NONE,NONE,NONE,NONE,5,Summers Market Liquor & Deli,,0,cns/address
2013-07-09T,1074,,,2013-07-09T,357977,ACTIVE,21,1999-09-07T,2013-09-30T,"NAJJAR, SAM ANTWAN","2289 IMPERIAL AVE, SAN DIEGO, CA  92102",-1,-117.1427336,32.70600702,6287046,1837834.143,NONE,NONE,NONE,NONE,47,Bottle & Basket,,2,cns/address
2013-07-09T,1075,,,2013-07-09T,358067,ACTIVE,21,1999-09-30T,2014-04-30T,BROADWAY LIQUOR INC,"151 BROADWAY, CHULA VISTA, CA  91910",-1,-117.0938089,32.64294309,6301910.085,1814763.923,NONE,NONE,NONE,NONE,124.02,Broadway Liquor,,0,cns/address
2013-07-09T,1076,,,2013-07-09T,358089,ACTIVE,47,1999-12-02T,2013-11-30T,"GUTIERREZ, MARIA TERESA","2220 OTAY LAKES RD, STES 505 & 506, CHULA VISTA, CA  91915",-1,-116.9685802,32.64700201,6340469.775,1815951.883,NONE,NONE,NONE,NONE,133.11,Alejandros Mexican Bar & Grill,,1117,cns/seginterp
2013-07-09T,1077,,,2013-07-09T,358150,ACTIVE,47,2000-01-10T,2013-12-31T,CCMH CORONADO LLC,"2000 2ND ST, CORONADO, CA  92118",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,110,Coronado Island Marriott Resort,"610 SMITHFIELD ST, STE 300 PITTSBURGH, PA  15222-2512",-1,NONE
2013-07-09T,1078,,,2013-07-09T,358169,ACTIVE,41,1999-10-29T,2013-09-30T,"BENSON, DONNA LEE","306 BROADWAY, EL CAJON, CA  92021",-1,-116.9588862,32.80838635,6343853.001,1874649.282,NONE,NONE,NONE,NONE,165.04,Pizza Hut,,0,cns/address
2013-07-09T,1079,,,2013-07-09T,358392,ACTIVE,21,2000-01-13T,2013-12-31T,FOUNTAIN TRADING CORP,"3040-42 MIDWAY DR, SAN DIEGO, CA  92110",-1,-117.2012048,32.74661072,6269194.506,1852766.101,NONE,NONE,NONE,NONE,65,Midway Wine & Spirits,,0,cns/segmid
2013-07-09T,1080,,,2013-07-09T,358481,ACTIVE,41,1999-11-01T,2013-10-31T,MARIONS FISH MARKET INC,"879 W HARBOR DR, STE F, SAN DIEGO, CA  92101",-1,-117.1719598,32.7089382,6278065.177,1838978.84,NONE,NONE,NONE,NONE,54,Marions Fish Market,,6,cns/address
2013-07-09T,1081,,,2013-07-09T,358547,ACTIVE,41,1999-11-29T,2013-10-31T,TWONINTYSIX INC,"830 S COAST HIGHWAY 101, STE A1, ENCINITAS, CA  92024",-1,-117.293517,33.04139417,6241885.098,1960288.376,NONE,NONE,NONE,NONE,175.01,Trattoria I Trulli,,0,cns/address
2013-07-09T,1082,,,2013-07-09T,358692,ACTIVE,47,2000-04-28T,2014-03-31T,DOS GRINGOS LLC,"10789 WESTVIEW PKWY, SAN DIEGO, CA  92126",-1,-117.0254875,32.76190705,6323263.536,1857884.089,NONE,NONE,NONE,NONE,83.59,On The Border Mexican Cafe,"3435 CAMINO DEL RIO SOUTH 115 SAN DIEGO, CA  92108",0,cns/segmid
2013-07-09T,1083,,,2013-07-09T,358701,ACTIVE,20,1999-10-19T,2013-06-30T,7 ELEVEN INC,"3251 BUSINESS PARK DR, VISTA, CA  92081",-1,-117.2285157,33.13294949,6262116.51,1993406.239,NONE,NONE,NONE,NONE,200.17,7 Eleven 2111 32326,"PO BOX 219088 DALLAS, TX  75221-9088",371,cns/seginterp
2013-07-09T,1084,,,2013-07-09T,358764,ACTIVE,48,1999-12-06T,2014-03-31T,BAR DYNAMITE INC,"1808 W WASHINGTON ST, SAN DIEGO, CA  92103-3734",-1,-117.1815843,32.74341366,6275216.759,1851548.438,NONE,NONE,NONE,NONE,2.02,Bar Dynamite,,0,cns/address
2013-07-09T,1085,,,2013-07-09T,358852,ACTIVE,41,1999-10-27T,2013-09-30T,"BECERRA, SERGIO ENRIQUE","3600 FAIRMOUNT AVE A, SAN DIEGO, CA  92105",-1,-117.1012563,32.74422582,6299918.411,1851632.759,NONE,NONE,NONE,NONE,24.02,Mariscos El Titanic,,0,cns/address
2013-07-09T,1086,,,2013-07-09T,358862,ACTIVE,47,1999-12-03T,2013-09-30T,CHEESECAKE FACTORY RESTAURANTS INC THE,"7067 FRIARS RD, SAN DIEGO, CA  92108",-1,-117.166511,32.76765205,6279928.991,1860326.076,NONE,NONE,NONE,NONE,89.02,Cheesecake Factory The,"26901 MALIBU HILLS RD CALABASAS, CA  91301-5354",0,cns/address
2013-07-09T,1087,,,2013-07-09T,358872,ACTIVE,41,1999-11-24T,2013-12-31T,RUBIOS RESTAURANTS INC,"4545 LA JOLLA VILLAGE DR E10, SAN DIEGO, CA  92122",-1,-117.2105353,32.87156418,6266744.482,1898254.347,NONE,NONE,NONE,NONE,83.4,Rubios Fresh Mexican Grill 129,"1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",0,cns/address
2013-07-09T,1088,,,2013-07-09T,358917,ACTIVE,47,2000-02-02T,2014-01-31T,"VISCUSO, MARIA ROSE","823 5TH AVE, SAN DIEGO, CA  92101",-1,-117.0899701,33.11239794,6304467.834,1985558.905,NONE,NONE,NONE,NONE,53,Grape The,,0,cns/segmid
2013-07-09T,1089,,,2013-07-09T,359058,ACTIVE,47,1999-12-15T,2013-09-30T,ROSS WHEELER ENTERPRISES INC,"10450 FRIARS RD, STE L-N & P, SAN DIEGO, CA  92120",-1,-117.0988744,32.79227385,6300793.102,1869108.315,NONE,NONE,NONE,NONE,95.09,San Diego Brewing Co,"8111 MIRA MESA BLVD SAN DIEGO, CA  92126-2601",0,cns/address
2013-07-09T,1090,,,2013-07-09T,359183,ACTIVE,47,2000-04-17T,2014-03-31T,BELLEFLEUR CARLSBAD LLC,"5610 PASEO DEL NORTE, STE 100W, CARLSBAD, CA  92008",-1,-117.3232916,33.12728199,6233082.765,1991629.691,NONE,NONE,NONE,NONE,221,Bellefleur Winery & Restaurant,"5610 PASEO DEL NORTE, STE 100B CARLSBAD, CA  92008",1315,cns/seginterp
2013-07-09T,1091,,,2013-07-09T,359333,ACTIVE,41,1999-11-01T,2013-09-30T,POLLOS MARIA INC,"3055 HARDING ST, CARLSBAD, CA  92008",-1,-117.3443726,33.16119405,6226758.654,2004035.094,NONE,NONE,NONE,NONE,179,Pollos Maria Inc,,0,cns/address
2013-07-09T,1092,,,2013-07-09T,359387,ACTIVE,21,2000-01-14T,2013-12-31T,AMIWAS INC,"4150 MISSION BLVD, STE 117, SAN DIEGO, CA  92109",-1,-117.253756,32.79457983,6253204.801,1870370.164,NONE,NONE,NONE,NONE,79.1,Palm Liquor,,0,cns/address
2013-07-09T,1093,,,2013-07-09T,359554,ACTIVE,47,2000-04-27T,2014-03-31T,CC LA JOLLA LLC,"8515 COSTA VERDE BLVD 21ST FL, 21ST FL, SAN DIEGO, CA  92122",-1,-117.2163673,32.86831734,6264942.945,1897089.591,NONE,NONE,NONE,NONE,83.41,Vi At La Jolla Village,"71 S WACKER DR, STE 900 CHICAGO, IL  60606",0,cns/address
2013-07-09T,1094,,,2013-07-09T,359692,ACTIVE,41,1999-12-17T,2013-11-30T,SZECHUAN GARDEN LC INC,"6990 EL CAMINO REAL, STE K, CARLSBAD, CA  92009",-1,-117.2303629,32.97766773,6261019.797,1936914.786,NONE,NONE,NONE,NONE,200.13,Peking Garden Restaurant,,0,cns/segmid
2013-07-09T,1095,,,2013-07-09T,360046,ACTIVE,21,2000-03-31T,2014-02-28T,ATTIQ INC,"1300 IMPERIAL BEACH BLVD, IMPERIAL BEACH, CA  91932",-1,-117.1053917,32.5768013,6298147.112,1790728.193,NONE,NONE,NONE,NONE,104.01,Imperial Beach Ultra Mar,,0,cns/address
2013-07-09T,1096,,,2013-07-09T,360053,ACTIVE,48,1999-11-02T,2014-02-28T,"BLUM, PAUL ALFRED","125 W GRAND AVE, ESCONDIDO, CA  92025",-1,-117.0818691,33.12111098,6306973.597,1988709.171,NONE,NONE,NONE,NONE,202.14,Pounders Sports Pub,,0,cns/address
2013-07-09T,1097,,,2013-07-09T,360206,ACTIVE,20,2000-01-10T,2013-12-31T,S & G ZAVARO INC,"9790 MIRAMAR RD, SAN DIEGO, CA  92126-4529",-1,-117.1186989,32.89418699,6295009.781,1906237.948,NONE,NONE,NONE,NONE,83.6,Miramar Mobil,,0,cns/address
2013-07-09T,1098,,,2013-07-09T,360418,ACTIVE,47,1999-12-06T,2014-02-28T,LIENZO CHARRO INC,"12511 POWAY RD, STE A, POWAY, CA  92064",-1,-117.0595664,32.95184561,6313323.689,1927070.159,NONE,NONE,NONE,NONE,170.48,Lienzo Charro,,0,cns/address
2013-07-09T,1099,,,2013-07-09T,360546,ACTIVE,75,2000-06-07T,2014-05-31T,GB ACQUISITION INC,"5010 MISSION CENTER RD, SAN DIEGO, CA  92108",-1,-117.1541398,32.76705697,6283729.958,1860076.363,NONE,NONE,NONE,NONE,93.04,Gordon Biersch Brewery Restaurant,"248 CENTENNIAL PKWY, ATTN:  STEPHANIE DEVINE LOUISVILLE, CO  80027",0,cns/address
2013-07-09T,1100,,,2013-07-09T,360652,ACTIVE,21,1999-12-15T,2013-07-31T,Z HANNA INC,"1284 N ESCONDIDO BLVD, ESCONDIDO, CA  92026",-1,-117.0928663,33.1384477,6303657.663,1995044.011,NONE,NONE,NONE,NONE,201.08,El Norte Liquor,,3,cns/address
2013-07-09T,1101,,,2013-07-09T,360982,ACTIVE,20,2000-01-27T,2014-04-30T,CIRCLE S PRODUCTIONS,"2580 INGRAHAM ST, STE A, SAN DIEGO, CA  92109",-1,-117.2351706,32.76837983,6258825.972,1860783.34,NONE,NONE,NONE,NONE,76,Dana Landing Market,,0,cns/address
2013-07-09T,1102,,,2013-07-09T,361016,ACTIVE,20,2000-02-07T,2014-01-31T,MIRAMAR AUTOPORT INC,"5706 MIRAMAR RD, SAN DIEGO, CA  92121",-1,-117.1859311,32.87748185,6274318.08,1900338.682,NONE,NONE,NONE,NONE,83.5,Miramar Autoport 76,,10,cns/address
2013-07-09T,1103,,,2013-07-09T,361020,ACTIVE,20,1999-12-29T,2013-06-30T,7 ELEVEN INC,"2920 ADRIAN ST, SAN DIEGO, CA  92110",-1,-117.2267471,32.7520665,6261359.682,1854823.69,NONE,NONE,NONE,NONE,68.02,7 Eleven Store 2121 13642,"PO BOX 219088 DALLAS, TX  75221-9088",0,cns/address
2013-07-09T,1104,,,2013-07-09T,361127,ACTIVE,86,2000-01-21T,2013-06-30T,SAMS WEST INC,"6336 COLLEGE GROVE WY, SAN DIEGO, CA  92115",-1,-117.0574981,32.73665401,6313351.777,1848770.837,NONE,NONE,NONE,NONE,27.03,Sams Club 6235,"702 SW 8TH ST, DEPT 8916 ATTN MARIBEL LA CHANCE BENTONVILLE, AR  72716-0500",3,cns/address
2013-07-09T,1105,,,2013-07-09T,361144,ACTIVE,21,2000-01-27T,2013-12-31T,"GORIAL, ISSAM ISSA","1356 W VALLEY PKWY, STE A19, ESCONDIDO, CA  92029-2138",-1,-117.0564631,33.09479341,6314677.923,1979072.657,NONE,NONE,NONE,NONE,203.07,Valley Market,"1356 W VALLEY PKWY, STE C ESCONDIDO, CA  92029",0,cns/segmid
2013-07-09T,1106,,,2013-07-09T,361165,ACTIVE,47,2000-05-26T,2014-04-30T,P F CHANGS CHINA BISTRO INC,"7077 FRIARS RD, SAN DIEGO, CA  92108",-1,-117.166511,32.76765205,6279928.991,1860326.076,NONE,NONE,NONE,NONE,89.02,P F Changs,"7676 E PINNACLE PEAK RD SCOTTSDALE, AZ  85255-3404",0,cns/address
2013-07-09T,1107,,,2013-07-09T,361267,ACTIVE,48,2000-01-07T,2013-12-31T,RABBIT ENTERPRISES INC,"8515 NAVAJO RD, SAN DIEGO, CA  92119",-1,-117.0128294,32.80268148,6327263.399,1872690.619,NONE,NONE,NONE,NONE,98.02,Second Wind Navajo,"9991 POSSUM CREEK LN EL CAJON, CA  92021",0,cns/address
2013-07-09T,1108,,,2013-07-09T,361282,ACTIVE,48,2000-01-07T,2014-02-28T,BUENAFLORA R WEST TRUST DATED 4/8/97,"1723 EUCLID AVE, SAN DIEGO, CA  92105",-1,-117.0835646,32.72292623,6305296.246,1843839.272,NONE,NONE,NONE,NONE,27.12,Round Table Cocktail Lounge,"4228 SERI ST SAN DIEGO, CA  92117",0,cns/address
2013-07-09T,1109,,,2013-07-09T,361320,ACTIVE,48,2000-01-28T,2013-12-31T,J PAR INC,"6608 MISSION GORGE RD, SAN DIEGO, CA  92120",-1,-117.0982098,32.79329721,6301000.365,1869478.986,NONE,NONE,NONE,NONE,95.09,Blue Agave Nightclub,,0,cns/address
2013-07-09T,1110,,,2013-07-09T,361353,ACTIVE,47,2000-02-18T,2014-03-31T,"CONOVER, CHARLES MILTON","7748 REGENTS RD, STE 303, SAN DIEGO, CA  92122",-1,-117.2233871,32.86178633,6262765.4,1894733.461,NONE,NONE,NONE,NONE,83.64,Leucadia Pizzeria,,0,cns/address
2013-07-09T,1111,,,2013-07-09T,361415,ACTIVE,20,2000-01-19T,2013-12-31T,"ATEEK, TALAL GEORGE","655 E LINCOLN AVE, ESCONDIDO, CA  92026",-1,-117.0793246,33.1353945,6307793.948,1993899.891,NONE,NONE,NONE,NONE,202.13,Qwik Korner 29,,0,cns/address
2013-07-09T,1112,,,2013-07-09T,361437,ACTIVE,40,2000-03-28T,2014-02-28T,"KRAMER, GARY JON","3717 INDIA ST, SAN DIEGO, CA  92103",-1,-117.1805112,32.7429015,6275545.038,1851359.153,NONE,NONE,NONE,NONE,2.02,National Comedy Theatre,,0,cns/address
2013-07-09T,1113,,,2013-07-09T,361631,ACTIVE,41,2000-03-10T,2013-12-31T,RUBIOS RESTAURANTS INC,"3406 COLLEGE AVE, SAN DIEGO, CA  92115",-1,-117.0587983,32.74618448,6312978.847,1852241.459,NONE,NONE,NONE,NONE,27.03,Rubios Fresh Mexican Grill 102,"1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",197,cns/address
2013-07-09T,1114,,,2013-07-09T,361655,ACTIVE,41,2000-03-27T,2013-12-31T,RUBIOS RESTAURANTS INC,"10732 WESTVIEW PKWY, SAN DIEGO, CA  92126",-1,-117.0254875,32.76190705,6323263.536,1857884.089,NONE,NONE,NONE,NONE,83.59,Rubios Fresh Mexican Grill 134,"1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",0,cns/segmid
2013-07-09T,1115,,,2013-07-09T,361714,ACTIVE,20,2000-01-28T,2013-06-30T,7 ELEVEN INC,"415 TELEGRAPH CANYON RD, CHULA VISTA, CA  91910",-1,-117.0457742,32.62903585,6316658.081,1809587.685,NONE,NONE,NONE,NONE,134.01,7 Eleven 2131 13568,"PO BOX 219088 DALLAS, TX  75221-9088",6,cns/address
2013-07-09T,1116,,,2013-07-09T,361790,ACTIVE,41,2000-03-30T,2014-02-28T,GLOBAL ENTERTAINMENT GROUP INC,"419 F ST, SAN DIEGO, CA  92101",-1,-117.1607784,32.71336579,6281518.644,1840559.514,NONE,NONE,NONE,NONE,53,Cafe Lulu,,0,cns/address
2013-07-09T,1117,,,2013-07-09T,361818,ACTIVE,41,2000-05-01T,2014-04-30T,"BYUN, JAI PHYUNG","8895 TOWNE CENTRE DR, STE 100A, SAN DIEGO, CA  92122",-1,-117.206128,32.86747212,6268084.02,1896753.089,NONE,NONE,NONE,NONE,83.4,Edo Japanese Restaurant,"12080 CASSINI CT SAN DIEGO, CA  92131",0,cns/address
2013-07-09T,1118,,,2013-07-09T,361854,ACTIVE,20,2000-01-25T,2013-12-31T,RAZOOKY BROS INC,"1643 WILSON AVE, NATIONAL CITY, CA  91950",-1,-117.1087851,32.66691752,6297371.782,1823524.309,NONE,NONE,NONE,NONE,219,Arido Market,,0,cns/address
2013-07-09T,1119,,,2013-07-09T,361989,ACTIVE,48,2000-03-10T,2014-04-30T,"VAZQUEZ, GUADALUPE","3008 MAIN ST, CHULA VISTA, CA  91911",-1,-117.0687425,32.59510054,6309489.613,1797295.506,NONE,NONE,NONE,NONE,132.04,Over The Border,,0,cns/address
2013-07-09T,1120,,,2013-07-09T,362052,ACTIVE,21,2000-01-06T,2013-09-30T,"PUTRIS, MANHAL M","1122 S ESCONDIDO BLVD, ESCONDIDO, CA  92025",-1,-117.0767828,33.11068561,6308500.744,1984903.613,NONE,NONE,NONE,NONE,206.01,Sunrise Market & Liquor,,0,cns/address
2013-07-09T,1121,,,2013-07-09T,362095,ACTIVE,48,2000-04-19T,2014-01-31T,"CHAMMAS, SAMI JACOUB","2236 FERN ST, SAN DIEGO, CA  92104",-1,-117.1297735,32.72932647,6291104.271,1846284.662,NONE,NONE,NONE,NONE,44,Whistle Stop Bar,,0,cns/address
2013-07-09T,1122,,,2013-07-09T,362161,ACTIVE,20,2000-03-08T,2014-02-28T,DALLO & CO INC,"759 JAMACHA RD, EL CAJON, CA  92019",-1,-116.9275407,32.78555493,6353430.149,1866278.294,NONE,NONE,NONE,NONE,156.01,Harvest Ranch Market 1,"5075 FEDERAL BLVD SAN DIEGO, CA  92102-2652",26,cns/address
2013-07-09T,1123,,,2013-07-09T,362162,ACTIVE,21,2000-03-13T,2014-02-28T,DALLO & CO INC,"162 S RANCHO SANTA FE RD, STE E 50, ENCINITAS, CA  92024",-1,-117.2384787,33.03595444,6258732.068,1958144.873,NONE,NONE,NONE,NONE,171.06,Harvest Ranch Market 2,"5075 FEDERAL BLVD SAN DIEGO, CA  92102-2652",0,cns/address
2013-07-09T,1124,,,2013-07-09T,362343,ACTIVE,20,2000-08-16T,2013-11-30T,GRAIN TO GREEN INC,"561-571 CARLSBAD VILLAGE DR, CARLSBAD, CA  92008",-1,-117.3132928,33.17164605,6236308.374,2007739.482,NONE,NONE,NONE,NONE,179,Pizza Port & Brewing Company,"PO BOX 1697 CARLSBAD, CA  92018-1697",0,cns/segmid
2013-07-09T,1125,,,2013-07-09T,362421,ACTIVE,47,2000-03-08T,2014-05-31T,51ST ST & 8TH AVE CORP,"4000 CORONADO BAY RD, CORONADO, CA  92118",-1,-117.1381311,32.63018375,6288226.797,1810234.951,NONE,NONE,NONE,NONE,106.01,Loews Coronado Bay Resort,,905,cns/seginterp
2013-07-09T,1126,,,2013-07-09T,362511,ACTIVE,20,2000-03-23T,2014-02-28T,IMAGE DUTY FREE SERVICES INC,"4605 BORDER VILLAGE RD, SAN DIEGO, CA  92173",-1,-117.0366615,32.54790484,6319240.996,1780047.799,NONE,NONE,NONE,NONE,100.15,Inter Duty Free Services Inc,,0,cns/address
2013-07-09T,1127,,,2013-07-09T,362612,ACTIVE,47,2000-06-07T,2014-05-31T,CAPE BROS LTD,"618-22 FIFTH AVE, SAN DIEGO, CA  92101",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,53,Henrys Pub,"614 FIFTH AVE, STE G SAN DIEGO, CA  92101",-1,NONE
2013-07-09T,1128,,,2013-07-09T,362723,ACTIVE,20,2000-04-27T,2013-06-30T,7 ELEVEN INC,"9750 CUYAMACA ST, SANTEE, CA  92071",-1,-116.9831186,32.85512489,6336527.001,1891706,NONE,NONE,NONE,NONE,166.1,7 Eleven 2121 20321,"PO BOX 219088 DALLAS, TX  75221-9088",184,cns/seginterp
2013-07-09T,1129,,,2013-07-09T,362827,ACTIVE,41,2000-03-24T,2014-02-28T,"SLEIMAN, ANTOINE HABIB","16719 BERNARDO CENTER DR, # A, SAN DIEGO, CA  92128",-1,-117.0752286,33.01729308,6308707.7,1950920.023,NONE,NONE,NONE,NONE,170.14,Pegasus Cafe,,0,cns/address
2013-07-09T,1130,,,2013-07-09T,362858,ACTIVE,47,2000-03-13T,2014-02-28T,SWH CORPORATION,"10788 WESTVIEW PKWY, SAN DIEGO, CA  92126-2962",-1,-117.0254875,32.76190705,6323263.536,1857884.089,NONE,NONE,NONE,NONE,83.59,Mimis Cafe,"18872 MACARTHUR BLVD, STE 400 IRVINE, CA  92612-1427",0,cns/segmid
2013-07-09T,1131,,,2013-07-09T,362879,ACTIVE,21,2000-03-06T,2014-05-31T,CRUMBIE ENTERPRISES INC,"2040 HARBOR ISLAND DR, STE 1B, SAN DIEGO, CA  92101",-1,-117.2111163,32.7259167,6266077.641,1845264.919,NONE,NONE,NONE,NONE,62,Harbor Island Liquor & Deli,,0,cns/address
2013-07-09T,1132,,,2013-07-09T,362925,ACTIVE,20,2000-03-06T,2013-06-30T,7 ELEVEN INC,"1446 ENCINITAS BLVD, ENCINITAS, CA  92024",-1,-117.257319,33.04646644,6252995.309,1962024.741,NONE,NONE,NONE,NONE,171.08,7 Eleven 2111 17475,"PO BOX 219088 DALLAS, TX  75221-9088",0,cns/address
2013-07-09T,1133,,,2013-07-09T,363020,ACTIVE,21,2000-03-20T,2013-09-30T,"MAKDESI, IBTISAM PAULS","3206 MISSION BLVD, SAN DIEGO, CA  92109",-1,-117.2514156,32.77223019,6253845.879,1862231.787,NONE,NONE,NONE,NONE,76,Coast Market,,0,cns/address
2013-07-09T,1134,,,2013-07-09T,363069,ACTIVE,20,2000-12-22T,2013-11-30T,RANCHO BERNARDO CAR WASH LLC,"16757 BERNARDO CENTER DR, SAN DIEGO, CA  92128",-1,-117.0737345,33.01845383,6309169.017,1951338.726,NONE,NONE,NONE,NONE,170.14,Rancho Bernardo Car Wash,"2550 FIFTH AVE, STE 629 SAN DIEGO, CA  92103",0,cns/address
2013-07-09T,1135,,,2013-07-09T,363167,ACTIVE,41,2000-04-27T,2014-03-31T,GOLD SET INC,"11828 RANCHO BERNARDO RD, STE 104, SAN DIEGO, CA  92128",-1,-117.07569,33.02353344,6308584.25,1953191.622,NONE,NONE,NONE,NONE,170.15,Incredible Cafe,,0,cns/address
2013-07-09T,1136,,,2013-07-09T,363180,ACTIVE,47,2000-05-05T,2014-04-30T,MISTER BERTRAND LLC,"2550 5TH AVE, STE 1200, SAN DIEGO, CA  92103",-1,-117.0922616,33.11073127,6303761.282,1984958.165,NONE,NONE,NONE,NONE,60,Bertrand At Mister As,"2550 FIFTH AVE, STE 406 SAN DIEGO, CA  92103",0,cns/segmid
2013-07-09T,1137,,,2013-07-09T,363343,ACTIVE,47,2000-03-20T,2013-12-31T,FIRENZE TRATTORIA INC,"162 S RANCHO SANTA FE RD, STE G10, ENCINITAS, CA  92024",-1,-117.2384787,33.03595444,6258732.068,1958144.873,NONE,NONE,NONE,NONE,171.06,Firenze Trattoria,,0,cns/address
2013-07-09T,1138,,,2013-07-09T,363383,ACTIVE,41,2000-06-07T,2014-05-31T,CHINS SZECHWAN VISTA INC,"600 E VISTA WY, VISTA, CA  92084",-1,-117.2370411,33.20609302,6259758.645,2020043.199,NONE,NONE,NONE,NONE,195.02,Chins Szechwan,"133 OCEANVIEW DR VISTA, CA  92084",2,cns/address
2013-07-09T,1139,,,2013-07-09T,363526,ACTIVE,20,2000-04-17T,2014-03-31T,CHEVRON STATIONS INC,"8888 N MAGNOLIA AVE, SANTEE, CA  92071",-1,-116.9675399,32.83784323,6341267.844,1885384.995,NONE,NONE,NONE,NONE,166.17,Chevron 91408,"PO BOX 2292, BUSINESS LICENSE & PERMIT BREA, CA  92822-2292",0,cns/address
2013-07-09T,1140,,,2013-07-09T,363741,ACTIVE,21,2000-04-27T,2014-03-31T,"SHAO, ADEL YALDA","3602 MEADE AVE, SAN DIEGO, CA  92116",-1,-117.1150067,32.7573451,6295730.047,1856440.798,NONE,NONE,NONE,NONE,21,Twins Liquor,"3850 UNIVERSITY AVE SAN DIEGO, CA  92105-1324",0,cns/address
2013-07-09T,1141,,,2013-07-09T,363817,ACTIVE,63,2000-05-24T,2014-04-30T,FRONT PORCH COMMUNITIES AND SERVICES,"2855 CARLSBAD BLVD, CARLSBAD, CA  92008",-1,-117.2999729,33.20023675,6240488.756,2018100.504,NONE,NONE,NONE,NONE,180,Carlsbad By The Sea Retirement Community,,1002,cns/address
2013-07-09T,1142,,,2013-07-09T,363866,ACTIVE,21,2000-04-04T,2014-03-31T,NEWPORT TAFT INC,"5004 NEWPORT AVE, SAN DIEGO, CA  92107",-1,-117.2509975,32.74725315,6253887.164,1853143.164,NONE,NONE,NONE,NONE,75.02,Newport Farms Market,,0,cns/address
2013-07-09T,1143,,,2013-07-09T,363886,ACTIVE,21,2000-04-06T,2014-03-31T,"DO, THUA VAN","890 N SANTA FE AVE, VISTA, CA  92083",-1,-117.2449316,33.21132036,6257363.394,2021968.045,NONE,NONE,NONE,NONE,195.01,Royal Liquor,,100,cns/seginterp
2013-07-09T,1144,,,2013-07-09T,363935,ACTIVE,48,2000-03-17T,2013-08-31T,"BODIE, BRETT RANDALL","4077 & 4079 ADAMS AVE, SAN DIEGO, CA  92116",-1,-117.1272325,32.76316611,6291989.268,1858590.079,NONE,NONE,NONE,NONE,21,Kensington Club,,0,cns/segmid
2013-07-09T,1145,,,2013-07-09T,363955,ACTIVE,21,2000-05-11T,2014-04-30T,"SHAO, ADEL YALDA","4815 EL CAJON BLVD, SAN DIEGO, CA  92115",-1,-117.0908238,32.7559704,6303160.628,1855879.815,NONE,NONE,NONE,NONE,27.07,Discount Liquor,"3850 UNIVERSITY AVE SAN DIEGO, CA  92105-1324",0,cns/address
2013-07-09T,1146,,,2013-07-09T,363986,SUREND,20,2000-07-10T,2013-06-30T,"ATTISHA, AMAD","6110 MISSION GORGE RD, SAN DIEGO, CA  92120-3402",-1,-117.0981077,32.78532229,6301008.148,1866577.18,NONE,NONE,NONE,NONE,96.03,Mission Gorge Arco,"1741 SEA PINES RD EL CAJON, CA  92019",0,cns/address
2013-07-09T,1147,,,2013-07-09T,364197,ACTIVE,47,2000-03-22T,2014-04-30T,"IVANOV, DJANI","748 5TH AVE, SAN DIEGO, CA  92101",-1,-117.0899701,33.11239794,6304467.834,1985558.905,NONE,NONE,NONE,NONE,53,Hopping Pig Restaurant & Bar The,,0,cns/segmid
2013-07-09T,1148,,,2013-07-09T,364245,ACTIVE,21,2000-04-17T,2014-03-31T,BERNARDO WINERY INC,"13150 OLD WINERY RD, STE A, POWAY, CA  92064",-1,-117.0452271,33.03238931,6317945.831,1956341.15,NONE,NONE,NONE,NONE,170.2,Bernardo Winery,"13330 PASEO DEL VERANO NORTE, STE N SAN DIEGO, CA  92128",44,cns/address
2013-07-09T,1149,,,2013-07-09T,364337,ACTIVE,47,2000-04-18T,2013-11-30T,ITALIA RESTAURANTS INC,"728 5TH AVE, SAN DIEGO, CA  92101",-1,-117.0899701,33.11239794,6304467.834,1985558.905,NONE,NONE,NONE,NONE,53,Asti Ristorante,,0,cns/segmid
