last_date,OGC_FID,GEOMETRY,licenses_id,scrape_date,licenseno,status,licensetype,issuedate,exprdate,owner,premisesaddress,segments_id,lon,lat,x,y,city,neighborhood,community,council,tract,business,mailaddress,gcquality,gctype
2013-07-09T,2012,,,2013-07-09T,425265,ACTIVE,21,2005-08-24T,2013-06-30T,THRIFTY PAYLESS INC,"1411 KETTNER BLVD, SAN DIEGO, CA  92101",-1,-117.1695821,32.7201726,6278832.605,1843059.825,NONE,NONE,NONE,NONE,58,Rite Aid 6466,"2600 CAPITOL AVE, STE 300 SACRAMENTO, CA  95816-5930",9,cns/address
2013-07-09T,2013,,,2013-07-09T,425278,ACTIVE,20,2006-10-16T,2013-09-30T,A & B FAMILY INVESTMENT INC,"5111 COLLEGE AVE, SAN DIEGO, CA  92115",-1,-117.0695567,32.77100153,6309741.908,1861296.611,NONE,NONE,NONE,NONE,29.04,A & B Family Investment,,0,cns/address
2013-07-09T,2014,,,2013-07-09T,425285,ACTIVE,47,2005-06-10T,2014-05-31T,ADVANCE BEYOND INC,"4609 CONVOY ST, STE A, SAN DIEGO, CA  92111",-1,-117.1543374,32.82390286,6283848.613,1880759.286,NONE,NONE,NONE,NONE,85.11,Jasmine The Seafood Restaurant Of San Diego,,0,cns/address
2013-07-09T,2015,,,2013-07-09T,425446,SUREND,41,2005-06-17T,2013-05-31T,"GEBEYEHU, ALEMU WASIE","4979 & 4981 EL CAJON BLVD, SAN DIEGO, CA  92115",-1,-117.1005176,32.75510322,6300177.828,1855588.479,NONE,NONE,NONE,NONE,27.07,Awash Ethiopian Restaurant,,0,cns/segmid
2013-07-09T,2016,,,2013-07-09T,425466,ACTIVE,54,2005-05-26T,2013-12-31T,STAR & CRESCENT BOAT COMPANY,"1050 N HARBOR DR, SAN DIEGO, CA  92101",-1,-117.1737297,32.71669327,6277545.762,1841805.207,NONE,NONE,NONE,NONE,54,Flagship Cruises And Events Point Loma,"PO BOX 120751 SAN DIEGO, CA  92112-0751",16,cns/address
2013-07-09T,2017,,,2013-07-09T,425570,ACTIVE,54,2005-05-31T,2014-04-30T,STAR & CRESCENT BOAT COMPANY,"1050 N HARBOR DR, SAN DIEGO, CA  92101",-1,-117.1737297,32.71669327,6277545.762,1841805.207,NONE,NONE,NONE,NONE,54,Flaghip Cruises And Events California Spirit,"PO BOX 120751 SAN DIEGO, CA  92112-0751",16,cns/address
2013-07-09T,2018,,,2013-07-09T,425614,ACTIVE,41,2005-05-26T,2014-04-30T,"RODRIGUEZ, PATRICIA","7128 MIRAMAR RD, STE 8, SAN DIEGO, CA  92121",-1,-117.160372,32.88028886,6282173.923,1901290.486,NONE,NONE,NONE,NONE,83.5,Miramar Cafe,,0,cns/address
2013-07-09T,2019,,,2013-07-09T,425663,ACTIVE,47,2006-09-22T,2013-08-31T,SOULDRIVER LESSEE INC,"435 6TH AVE, SAN DIEGO, CA  92101",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,54,Hotel Solamar,,-1,NONE
2013-07-09T,2020,,,2013-07-09T,425671,ACTIVE,42,2005-12-13T,2013-11-30T,BEVERAGES & MORE INC,"2500 VISTA WAY, OCEANSIDE, CA  92054-6175",-1,-117.3307042,33.18082392,6231015.428,2011133.485,NONE,NONE,NONE,NONE,185.04,Bevmo,"1401 WILLOW PASS RD, STE 900 CONCORD, CA  94520-7968",5,cns/address
2013-07-09T,2021,,,2013-07-09T,425691,ACTIVE,41,2005-06-01T,2014-05-31T,S & R RESTAURANTS INC,"694-696 UNIVERSITY AVE, SAN DIEGO, CA  92103",-1,-117.1388834,32.74844669,6288362,1853265,NONE,NONE,NONE,NONE,4,S & R Restaurants Inc,,0,cns/segmid
2013-07-09T,2022,,,2013-07-09T,425820,ACTIVE,41,2005-06-15T,2014-05-31T,A & S FOOD SERVICES INC,"6966 FEDERAL BLVD, LEMON GROVE, CA  91945",-1,-117.0480256,32.74168604,6316278.613,1850579.244,NONE,NONE,NONE,NONE,144,Boll Weevil,,25,cns/address
2013-07-09T,2023,,,2013-07-09T,425832,ACTIVE,41,2005-07-14T,2013-06-30T,"GALLEGOSDUARTE, RAUL","3200 ADAMS AVE, STE 102, SAN DIEGO, CA  92116",-1,-117.124753,32.76367244,6292753.059,1858767.894,NONE,NONE,NONE,NONE,18,Mauricios Mexican Food,,0,cns/address
2013-07-09T,2024,,,2013-07-09T,425952,ACTIVE,41,2005-08-02T,2013-07-31T,LUVA DORO INC,"1607 INDIA ST, SAN DIEGO, CA  92101",-1,-117.1678342,32.72226169,6279376.871,1843815.165,NONE,NONE,NONE,NONE,58,Sogno Divino,,0,cns/address
2013-07-09T,2025,,,2013-07-09T,426081,ACTIVE,20,2007-07-24T,2014-02-28T,CALL GROCERY INC,"225 VISTA VILLAGE DR, STE 200, VISTA, CA  92083-4998",-1,-117.2491441,33.19855089,6256030.519,2017334.342,NONE,NONE,NONE,NONE,195.03,Frazier Farms Market,,17,cns/address
2013-07-09T,2026,,,2013-07-09T,426084,ACTIVE,41,2005-07-20T,2013-06-30T,"CARRILLO, FRANCISCO JAVIER","300 DOUGLAS DR, OCEANSIDE, CA  92058-7864",-1,-117.3248379,33.23277716,6233005.09,2030017.39,NONE,NONE,NONE,NONE,185.07,La Hacienda Restaurant & Party Hall,,284,cns/seginterp
2013-07-09T,2027,,,2013-07-09T,426246,ACTIVE,41,2005-07-08T,2013-06-30T,"LEAL, MARIBEL","770 SYCAMORE AVE, STE L, VISTA, CA  92083",-1,-117.2177748,33.16332773,6265507.061,2004428.286,NONE,NONE,NONE,NONE,200.17,Armandos Mexican Food,,366,cns/seginterp
2013-07-09T,2028,,,2013-07-09T,426301,ACTIVE,42,2005-09-21T,2013-08-31T,CASK ROOM LLC THE,"550 PARK BLVD, UNIT 2104, SAN DIEGO, CA  92101",-1,-117.1539136,32.71097194,6283622.592,1839670.178,NONE,NONE,NONE,NONE,51,Cask Room The,"4443 CAMINITO PEDERNAL SAN DIEGO, CA  92117",4,cns/address
2013-07-09T,2029,,,2013-07-09T,426526,ACTIVE,47,2005-09-02T,2013-08-31T,KITCHEN OF THE WORLD INC,"2310 30TH ST, SAN DIEGO, CA  92104",-1,-117.1297717,32.72999073,6291106.851,1846526.338,NONE,NONE,NONE,NONE,43,,,0,cns/address
2013-07-09T,2030,,,2013-07-09T,426581,ACTIVE,20,2005-05-26T,2013-06-30T,7 ELEVEN INC,"4625 FRAZEE RD, OCEANSIDE, CA  92057",-1,-117.2978992,33.23867607,6241263.623,2032079.789,NONE,NONE,NONE,NONE,185.14,7 Eleven Store 33053A 2111,"PO BOX 219088 DALLAS, TX  75221-9088",560,cns/seginterp
2013-07-09T,2031,,,2013-07-09T,426601,ACTIVE,41,2005-10-11T,2013-09-30T,"TRAN, TATA INSIXIENGMAY","6171 MISSION GORGE RD, STE 115, SAN DIEGO, CA  92120",-1,-117.0980766,32.7874038,6301023.883,1867334.427,NONE,NONE,NONE,NONE,96.04,King Oriental Express,,7,cns/address
2013-07-09T,2032,,,2013-07-09T,426786,ACTIVE,21,2005-07-29T,2013-06-30T,POINT LOMA LIQUOR INC,"1507 ROSECRANS ST, SAN DIEGO, CA  92106",-1,-117.2274796,32.72626266,6261046.465,1845437.572,NONE,NONE,NONE,NONE,214,Point Loma Liquor,,0,cns/address
2013-07-09T,2033,,,2013-07-09T,426899,ACTIVE,41,2005-09-06T,2013-08-31T,"SCHIFF, ANDREW DANIEL","2879 UNIVERSITY AVE, SAN DIEGO, CA  92104",-1,-117.1315167,32.74816581,6290626.125,1853143.575,NONE,NONE,NONE,NONE,14,Spread,,0,cns/address
2013-07-09T,2034,,,2013-07-09T,426954,ACTIVE,41,2005-07-20T,2013-06-30T,"JOE, EDWARD E","13429 COMMUNITY RD, POWAY, CA  92064",-1,-117.0409364,32.95984943,6319060.614,1929938.382,NONE,NONE,NONE,NONE,170.41,Wild Ginger Sushi & Noodle House,,7,cns/address
2013-07-09T,2035,,,2013-07-09T,426994,ACTIVE,47,2005-10-11T,2013-09-30T,"DIAZ, HECTOR GONZALEZ","625 E ST, CHULA VISTA, CA  91910",-1,-117.0944327,32.64141668,6301713.553,1814210.113,NONE,NONE,NONE,NONE,125.02,La Quinta Mexican Grill & Cantina,,0,cns/address
2013-07-09T,2036,,,2013-07-09T,426997,ACTIVE,41,2005-07-11T,2013-06-30T,ATTASINTONG INC,"3373 ROSECRANS ST, SAN DIEGO, CA  92110",-1,-117.2055477,32.74771608,6267862.867,1853180.477,NONE,NONE,NONE,NONE,66,Antique Thai Cuisine,,8,cns/address
2013-07-09T,2037,,,2013-07-09T,427094,ACTIVE,47,2005-08-25T,2013-07-31T,55 YARD LINE INC,"1020 W SAN MARCOS BLVD, STE 114, SAN MARCOS, CA  92078-4031",-1,-117.1908867,33.13519292,6273642.802,1994116.456,NONE,NONE,NONE,NONE,200.29,55 Yard Line,,60,cns/address
2013-07-09T,2038,,,2013-07-09T,427113,ACTIVE,21,2005-09-06T,2013-07-31T,HOWELLS LIQUOR INC,"6853 IMPERIAL AVE, SAN DIEGO, CA  92114",-1,-117.0495874,32.71155935,6315714.316,1839621.747,NONE,NONE,NONE,NONE,31.03,Howells Liquor,,0,cns/address
2013-07-09T,2039,,,2013-07-09T,427122,ACTIVE,41,2005-08-01T,2013-07-31T,"GONZALEZGARCIA, JULIAN R","1555 PALM AVE, STE C & D, SAN DIEGO, CA  92154",-1,-117.0882472,32.67381012,6303712.434,1825980.642,NONE,NONE,NONE,NONE,101.03,Costa Azul Mariscos,,29,cns/address
2013-07-09T,2040,,,2013-07-09T,427332,SUREND,41,2005-07-15T,2013-06-30T,"VALDEZ, GLORIA VASQUEZ","258 E 2ND AVE, ESCONDIDO, CA  92025",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,202.14,Metaphor Cafe,"3746 31ST ST SAN DIEGO, CA  92104-3724",-1,NONE
2013-07-09T,2041,,,2013-07-09T,427379,ACTIVE,20,2005-07-29T,2013-06-30T,G & M OIL CO LLC,"5103 WARING RD, SAN DIEGO, CA  92120",-1,-117.0821923,32.79071985,6305915.181,1868501.588,NONE,NONE,NONE,NONE,97.03,G & M Oil 138,"16868 A ST HUNTINGTON BEACH, CA  92647-4831",0,cns/address
2013-07-09T,2042,,,2013-07-09T,427398,ACTIVE,41,2005-07-26T,2013-06-30T,RANI INDIA CORPORATION,"6780 MIRAMAR RD, STE 100, SAN DIEGO, CA  92121-2636",-1,-117.1688312,32.87846786,6279571.095,1900650.728,NONE,NONE,NONE,NONE,83.5,Taste Of India,"1218 HOPLAND CT CHULA VISTA, CA  91913-1438",8,cns/address
2013-07-09T,2043,,,2013-07-09T,427459,ACTIVE,21,2005-08-15T,2014-02-28T,ZALAK INC,"6780 MIRAMAR RD, STES 107 & 109, SAN DIEGO, CA  92121",-1,-117.1688312,32.87846786,6279571.095,1900650.728,NONE,NONE,NONE,NONE,83.5,Galleria Liquor,"6780 MIRAMAR RD, STE 107 SAN DIEGO, CA  92121",8,cns/address
2013-07-09T,2044,,,2013-07-09T,427485,ACTIVE,20,2005-08-09T,2013-07-31T,"ESHO, BASIL TOBIA","510 W 5TH AVE, ESCONDIDO, CA  92025",-1,-117.0899701,33.11239794,6304467.834,1985558.905,NONE,NONE,NONE,NONE,205,California Super Gas,,0,cns/segmid
2013-07-09T,2045,,,2013-07-09T,427504,ACTIVE,47,2005-11-08T,2013-10-31T,LIBOR CALIFORNIA BEVERAGE LLC,"5975 LUSK BLVD, SAN DIEGO, CA  92121",-1,-117.1924895,32.89811577,6272372.446,1907864.099,NONE,NONE,NONE,NONE,83.46,Country Inn & Suites By Carlson,"701 CARLSON PARKWAY MS 8256 MINNETONKA, MN  55305",0,cns/address
2013-07-09T,2046,,,2013-07-09T,427525,ACTIVE,47,2005-08-05T,2013-07-31T,NUGENTS FAMOUS FOOD INC,"12015 SCRIPPS HIGHLAND DR, SAN DIEGO, CA  92131",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,170.42,Nugents Fishgrille,"11412 FAIR WIND CT SAN DIEGO, CA  92130",-1,NONE
2013-07-09T,2047,,,2013-07-09T,427554,ACTIVE,20,2005-07-20T,2013-06-30T,"HALLAK, SARAB SHAWKAT","1740 S 43RD ST, SAN DIEGO, CA  92113",-1,-117.1022241,32.68650389,6299449.175,1830633.949,NONE,NONE,NONE,NONE,36.03,Diamond Dot Market,,170,cns/address
2013-07-09T,2048,,,2013-07-09T,427756,ACTIVE,41,2005-08-11T,2013-07-31T,CAFE 1134 INC,"1134 ORANGE AVE, CORONADO, CA  92118",-1,-117.1794086,32.68398448,6275693.005,1829920.207,NONE,NONE,NONE,NONE,218,Cafe 1134,,10,cns/address
2013-07-09T,2049,,,2013-07-09T,427822,ACTIVE,41,2005-08-01T,2013-07-31T,"RAOUF, FATEMEH","340 W VALLEY PKWY, ESCONDIDO, CA  92025",-1,-117.0582008,33.09371622,6314142.685,1978684.854,NONE,NONE,NONE,NONE,202.14,Cafe Socrates,"1660 SAGEWOOD WY SAN MARCOS, CA  92078",190,cns/address
2013-07-09T,2050,,,2013-07-09T,427846,ACTIVE,20,2005-09-19T,2013-08-31T,CHUAO CHOCOLATIER INC,"937 S COAST HIGHWAY 101, STE C109, ENCINITAS, CA  92024",-1,-117.2926377,33.04042332,6242151.005,1959932.457,NONE,NONE,NONE,NONE,175.01,Chuao Chocolatier,"2345 CAMINO VIDA ROBLE CARLSBAD, CA  92011",0,cns/address
2013-07-09T,2051,,,2013-07-09T,427848,ACTIVE,20,2005-09-09T,2013-08-31T,CHUAO CHOCOLATIER INC,"3485 DEL MAR HEIGHTS RD, STE A1, SAN DIEGO, CA  92130",-1,-117.2312005,32.95326412,6260679.383,1928038.397,NONE,NONE,NONE,NONE,83.29,Chuao Chocolatier,"2345 CAMINO VIDA ROBLE CARLSBAD, CA  92011",0,cns/address
2013-07-09T,2052,,,2013-07-09T,427852,ACTIVE,41,2005-10-24T,2013-09-30T,ASAKO CALIFORNIA INC,"1154 GARNET AVE, SAN DIEGO, CA  92109",-1,-117.248937,32.79830481,6254698.658,1871711.199,NONE,NONE,NONE,NONE,79.05,Pb Mika,,0,cns/address
2013-07-09T,2053,,,2013-07-09T,427859,ACTIVE,41,2006-12-19T,2013-11-30T,SAO BIEN CORP,"1958 GARNET AVE, SAN DIEGO, CA  92109",-1,-117.2341993,32.80149128,6259238.263,1872827.466,NONE,NONE,NONE,NONE,79.03,Pho Sao Bien,,0,cns/address
2013-07-09T,2054,,,2013-07-09T,427919,ACTIVE,20,2005-08-16T,2013-11-30T,AVAD INVESTMENTS INC,"4333 HOME AVE, SAN DIEGO, CA  92105",-1,-117.1016575,32.72683385,6299743.341,1845305.968,NONE,NONE,NONE,NONE,34.01,Arcohome,,0,cns/address
2013-07-09T,2055,,,2013-07-09T,427949,ACTIVE,21,2005-10-14T,2013-06-30T,WAL MART STORES INC,"1150 BROADWAY, CHULA VISTA, CA  91911-2707",-1,-117.0801778,32.6087864,6306007.214,1802302.783,NONE,NONE,NONE,NONE,131.03,Wal Mart 5305,"702 SW 8TH ST, DEPT 8916 ATTN: MARIBEL LA CHANCE BENTONVILLE, AR  72716-0555",13,cns/address
2013-07-09T,2056,,,2013-07-09T,428077,ACTIVE,41,2005-08-22T,2013-07-31T,HANNA RESTAURANT INC,"4681 CONVOY ST, STE B, SAN DIEGO, CA  92111",-1,-117.1543265,32.82569431,6283857.608,1881411.044,NONE,NONE,NONE,NONE,85.11,Old Village,,0,cns/address
2013-07-09T,2057,,,2013-07-09T,428088,ACTIVE,41,2005-12-28T,2013-11-30T,"GONZALEZ, MARIA DELOSANGELES A","1227 UNIVERSITY AVE, SAN DIEGO, CA  92103",-1,-117.1527114,32.74802545,6284109.09,1853148.267,NONE,NONE,NONE,NONE,7,La Fuente Mexican Food,,0,cns/address
2013-07-09T,2058,,,2013-07-09T,428115,ACTIVE,47,2005-09-26T,2013-08-31T,D STREET BAR & GRILL L-PSHIP,"485 S COAST HIGHWAY 101, ENCINITAS, CA  92024-3530",-1,-117.2941746,33.04622562,6241701.178,1962048.228,NONE,NONE,NONE,NONE,175.01,D Street Bar & Grill,,9,cns/address
2013-07-09T,2059,,,2013-07-09T,428142,ACTIVE,41,2005-09-15T,2013-08-31T,"MARTINEZ, LUZ LOPEZ","3218 MAIN ST, STE A, CHULA VISTA, CA  91911",-1,-117.0638609,32.59435479,6310991.034,1797012.405,NONE,NONE,NONE,NONE,132.04,Lomas Cafe Mexican Restaurant,,13,cns/address
2013-07-09T,2060,,,2013-07-09T,428208,ACTIVE,41,2005-09-13T,2013-08-31T,"MARTINEZ, DIANA","2234 LOGAN AVE, SAN DIEGO, CA  92113",-1,-117.1384942,32.69774188,6288324.481,1834815.866,NONE,NONE,NONE,NONE,50,El 7 Mares,,0,cns/address
2013-07-09T,2061,,,2013-07-09T,428259,ACTIVE,47,2005-10-05T,2013-09-30T,NIGHTTRAIN ENTERPRISES INC,"108 W 25TH ST, UNITS D-G, NATIONAL CITY, CA  91950",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,219,Stoneys Bar & Grill,"765 MARBELLA CIR CHULA VISTA, CA  91910",-1,NONE
2013-07-09T,2062,,,2013-07-09T,428266,ACTIVE,20,2005-08-12T,2013-06-30T,7 ELEVEN INC,"1749 S COAST HWY, OCEANSIDE, CA  92054",-1,-117.2668476,32.96334583,6249780.625,1931811.199,NONE,NONE,NONE,NONE,181,7 Eleven Store 26190C 2111,"PO BOX 219088 DALLAS, TX  75221-9088",0,cns/address
2013-07-09T,2063,,,2013-07-09T,428307,ACTIVE,47,2005-12-27T,2013-11-30T,PONCES MEXICAN RESTAURANT INC,"4050 ADAMS AVE, SAN DIEGO, CA  92116",-1,-117.108179,32.76355443,6297847.699,1858682.619,NONE,NONE,NONE,NONE,21,Ponces Mexican Restaurant,,0,cns/address
2013-07-09T,2064,,,2013-07-09T,428317,ACTIVE,41,2005-09-29T,2013-08-31T,"VILLAGOMEZTOVAR, DARIO F","3645 UNIVERSITY AVE, SAN DIEGO, CA  92104",-1,-117.1145587,32.74949954,6295844.129,1853585.173,NONE,NONE,NONE,NONE,24.01,Las Morelianas 2,,0,cns/address
2013-07-09T,2065,,,2013-07-09T,428440,ACTIVE,51,2005-08-23T,2013-07-31T,NORWAY HALL FOUNDATION A NONPROFIT CALIFORNIA CORP,"2006 E VISTA WY, VISTA, CA  92084-3321",-1,-117.2268201,33.23045992,6262967.937,2028879.406,NONE,NONE,NONE,NONE,192.03,Norway Hall Foundation,"718 SYCAMORE AVE, # 187 VISTA, CA  92083",2,cns/address
2013-07-09T,2066,,,2013-07-09T,428445,ACTIVE,41,2005-10-12T,2013-09-30T,KUMSING INC,"5375 KEARNY VILLA RD, STE 107A, SAN DIEGO, CA  92123",-1,-117.1389104,32.83052347,6288608.312,1883127.326,NONE,NONE,NONE,NONE,85.11,Golden City Restaurant,,0,cns/address
2013-07-09T,2067,,,2013-07-09T,428653,ACTIVE,21,2005-09-13T,2014-05-31T,DALLO & CO INC,"1099 E MAIN ST, EL CAJON, CA  92021",-1,-116.9451241,32.7943025,6348047.346,1869496.568,NONE,NONE,NONE,NONE,157.03,Foodland Market,"5075 FEDERAL BLVD SAN DIEGO, CA  92102-2652",8,cns/address
2013-07-09T,2068,,,2013-07-09T,428710,ACTIVE,41,2005-09-06T,2013-08-31T,TSURUTA INC,"928 FORT STOCKTON DR C109, SAN DIEGO, CA  92103",-1,-117.1720101,32.75107643,6278185.283,1854310.236,NONE,NONE,NONE,NONE,2.01,Izakaya Masa,,0,cns/address
2013-07-09T,2069,,,2013-07-09T,428830,ACTIVE,48,2005-08-29T,2014-02-28T,5149 CLMT INC,"5149 CLAIREMONT MESA BLVD, SAN DIEGO, CA  92117",-1,-117.1794043,32.83371839,6276179.931,1884398.204,NONE,NONE,NONE,NONE,85.06,Peter Ds,,0,cns/address
2013-07-09T,2070,,,2013-07-09T,428846,ACTIVE,41,2005-09-23T,2013-08-31T,"LEE, CHANYOUNG","1915 W SAN MARCOS BLVD, STE 120, SAN MARCOS, CA  92078",-1,-117.2122312,33.13289352,6267101.296,1993339.481,NONE,NONE,NONE,NONE,200.19,Sushi Station,"2065 BRAVADO ST VISTA, CA  92081",509,cns/seginterp
2013-07-09T,2071,,,2013-07-09T,428954,ACTIVE,20,2005-09-20T,2013-06-30T,7 ELEVEN INC,"600 W GRAPE ST, SAN DIEGO, CA  92101",-1,-117.1686323,32.72524617,6279140.988,1844903.18,NONE,NONE,NONE,NONE,58,7 Eleven 33555A 2121,"PO BOX 219088 DALLAS, TX  75221-9088",39,cns/address
2013-07-09T,2072,,,2013-07-09T,429027,ACTIVE,47,2005-09-12T,2013-08-31T,VALDESPINO INC,"6690 MISSION GORGE RD, STES A-D, SAN DIEGO, CA  92120",-1,-117.0984838,32.79376073,6300917.549,1869648.316,NONE,NONE,NONE,NONE,95.09,Emilianos Mexican Restaurant,,0,cns/address
2013-07-09T,2073,,,2013-07-09T,429142,ACTIVE,20,2005-08-03T,2013-06-30T,HFB CORPORATION,"13341 POWAY RD, POWAY, CA  92064",-1,-117.0414893,32.9561339,6318880.747,1928587.824,NONE,NONE,NONE,NONE,170.48,Shell Oil Products Us 120612,,0,cns/address
2013-07-09T,2074,,,2013-07-09T,429166,ACTIVE,41,2005-10-07T,2013-09-30T,"TAMARKINALLEN, PINPHORN PAMMALA","414 UNIVERSITY AVE, SAN DIEGO, CA  92103",-1,-117.1612688,32.74851613,6281479.564,1853349.681,NONE,NONE,NONE,NONE,4,Golden Dragon The Asian Bistro,,0,cns/address
2013-07-09T,2075,,,2013-07-09T,429189,ACTIVE,20,2005-10-06T,2013-09-30T,"SHAMOUN, JAHAD MICHAEL","2606 CLAIREMONT DR, SAN DIEGO, CA  92117",-1,-117.2029067,32.79079577,6268818.129,1868846.784,NONE,NONE,NONE,NONE,91.01,Clairemont Shell,,0,cns/address
2013-07-09T,2076,,,2013-07-09T,429218,ACTIVE,41,2005-12-01T,2013-11-30T,ORDANSEY LLC,"1417 UNIVERSITY AVE, STE A, SAN DIEGO, CA  92103",-1,-117.1507564,32.74814869,6284710.565,1853187.908,NONE,NONE,NONE,NONE,7,Mama Testa Taqueria,,0,cns/address
2013-07-09T,2077,,,2013-07-09T,429271,REVPEN,41,2005-12-05T,2012-11-30T,"HANSEN, DORIAN ERLAND","9353 CLAIREMONT MESA BLVD, STE L2, SAN DIEGO, CA  92123",-1,-117.1277586,32.83099441,6292035.313,1883269.648,NONE,NONE,NONE,NONE,85.11,Abbeys Bbq,,0,cns/address
2013-07-09T,2078,,,2013-07-09T,429277,ACTIVE,41,2011-11-17T,2013-10-31T,KAFE YEN LLC,"4516 MISSION BLVD E, SAN DIEGO, CA  92109",-1,-117.2560434,32.7969917,6252510.346,1871254.451,NONE,NONE,NONE,NONE,79.05,Kafe Yen,,0,cns/address
2013-07-09T,2079,,,2013-07-09T,429291,ACTIVE,20,2005-10-24T,2013-09-30T,MARTELLOTTO INC,"2006 2ND AVE, SAN DIEGO, CA  92101",-1,-136.1787734,25.94548651,-1,-1,NONE,NONE,NONE,NONE,57,Onevine Distribution,,-1,NONE
2013-07-09T,2080,,,2013-07-09T,429306,ACTIVE,41,2005-10-03T,2013-09-30T,"RUIZ, EDITH A","9460 MIRA MESA BLVD, STE H, SAN DIEGO, CA  92126",-1,-117.1213559,32.91908738,6294269.924,1915304.369,NONE,NONE,NONE,NONE,83.55,El Patron,"4610 BARRINGTON CT BONITA, CA  91902",0,cns/address
2013-07-09T,2081,,,2013-07-09T,429321,ACTIVE,41,2005-09-27T,2013-08-31T,"SO, SUNG HWAN","2662 GARNET AVE, SAN DIEGO, CA  92109",-1,-117.2219352,32.80517441,6263019.212,1874132.15,NONE,NONE,NONE,NONE,78,Wasabi Sushi,,11,cns/address
2013-07-09T,2082,,,2013-07-09T,429429,ACTIVE,41,2005-09-15T,2013-08-31T,"WU, JENNY CHEN","2963 JAMACHA RD, STE F, EL CAJON, CA  92019",-1,-116.9397835,32.74153166,6349561.533,1850285.605,NONE,NONE,NONE,NONE,213.03,Yuki Sushi,,3,cns/address
2013-07-09T,2083,,,2013-07-09T,429435,ACTIVE,41,2005-10-12T,2013-12-31T,EBISU ENTERPRISE INC,"4681 CONVOY ST, STE I, SAN DIEGO, CA  92111",-1,-117.1543265,32.82569431,6283857.608,1881411.044,NONE,NONE,NONE,NONE,85.11,Japanese Restaurant Tajima,"4411 MERCURY ST, STE 111 SAN DIEGO, CA  92111",0,cns/address
2013-07-09T,2084,,,2013-07-09T,429528,ACTIVE,47,2005-10-31T,2013-09-30T,CCPB LLC,"1050 GARNET AVE, STE A, SAN DIEGO, CA  92109",-1,-117.2508012,32.79789455,6254124.371,1871567.429,NONE,NONE,NONE,NONE,79.05,,"8278 W SUNSET BLVD WEST HOLLYWOOD, CA  90046-2416",0,cns/address
2013-07-09T,2085,,,2013-07-09T,429543,ACTIVE,20,2005-10-05T,2013-06-30T,CIRCLE K STORES INC,"98 BONITA RD, CHULA VISTA, CA  91910",-1,-117.0723685,32.64610728,6308519.182,1815862.433,NONE,NONE,NONE,NONE,123.04,Circle K 5708,"255 E RINCON ST, STE 100 CORONA, CA  92879-1368",4,cns/address
2013-07-09T,2086,,,2013-07-09T,429616,SUREND,42,2005-11-04T,2013-10-31T,"COOK, ADAM SCOTT","3404 30TH ST, SAN DIEGO, CA  92104",-1,-117.1303671,32.74135571,6290958.662,1850662.848,NONE,NONE,NONE,NONE,14,Bluefoot Bar & Lounge,"4170 PARK BLVD, # 6 SAN DIEGO, CA  92103",0,cns/address
2013-07-09T,2087,,,2013-07-09T,429688,ACTIVE,54,2005-11-02T,2013-10-31T,CORPORATE YACHT CLUB LLC,"1380 HARBOR ISLAND DR SLIP C21, INSPIRATION, SAN DIEGO, CA  92101",-1,-117.1976978,32.72728342,6270208.848,1845724.399,NONE,NONE,NONE,NONE,62,Corporate Yacht Club,"1615 CALIFORNIA ST, #500 DENVER, CO  80202",0,cns/address
2013-07-09T,2088,,,2013-07-09T,429709,ACTIVE,20,2005-10-11T,2013-09-30T,"AZAR, ADIL AZIZ","7702 PARADISE VALLEY RD, SAN DIEGO, CA  92139",-1,-117.0294073,32.69588157,6321878.95,1833870.591,NONE,NONE,NONE,NONE,31.15,Paradise Food Mart,,0,cns/address
2013-07-09T,2089,,,2013-07-09T,429720,ACTIVE,48,2005-11-17T,2013-10-31T,"DENSON, SHOKO","33 BROADWAY, CHULA VISTA, CA  91910",-1,-117.0957017,32.64700066,6301339.38,1816244.931,NONE,NONE,NONE,NONE,124.01,Star Gazer Club,,306,cns/seginterp
2013-07-09T,2090,,,2013-07-09T,429771,ACTIVE,41,2005-10-18T,2013-09-30T,L & N HOMETOWN INC,"4688 CONVOY ST, STE 112, SAN DIEGO, CA  92111-2931",-1,-117.1550966,32.82661568,6283623.953,1881748.321,NONE,NONE,NONE,NONE,85.11,L & N Hometown,"13066 OLD WEST AVE SAN DIEGO, CA  92129",0,cns/address
2013-07-09T,2091,,,2013-07-09T,429776,ACTIVE,21,2005-10-17T,2013-09-30T,ADMB INC,"270 16TH ST, SAN DIEGO, CA  92101",-1,-117.1497314,32.70821941,6284900.376,1838657.589,NONE,NONE,NONE,NONE,51,Logan Market,,0,cns/address
2013-07-09T,2092,,,2013-07-09T,429968,ACTIVE,47,2005-12-07T,2013-11-30T,"NOBEL, JOHN IRADJ","2901 NIMITZ BLVD, SAN DIEGO, CA  92106",-1,-117.2253693,32.72792974,6261701.145,1846038.03,NONE,NONE,NONE,NONE,214,Rileys Sports Bar,"6435 CAMINITO BLYTHEFIELD, STE C LA JOLLA, CA  92037",0,cns/address
